name,productUrl,image,price,priceShow,ratingScore,location
KEN XIN DA C1 [ Big LED FlashLight],//www.daraz.com.np/products/ken-xin-da-c1-big-led-flashlight-i103998941-s1024774298.html?search=1,https://static-01.daraz.com.np/p/3c05053452f2c7235d69bc1c4d66bfee.jpg,990.00,Rs. 990,0,Nepal
"Mango MT1 2.4 Screen 1400mAH Dual Sim Phone, Facebook Compatible",//www.daraz.com.np/products/mango-mt1-24-screen-1400mah-dual-sim-phone-facebook-compatible-i103326941-s1024063159.html?search=1,https://static-01.daraz.com.np/p/dd4cfa0a5dab711bb53a03047f5483c4.jpg,1599.00,"Rs. 1,599",0,Nepal
Itel  keypad 2160 mobile,//www.daraz.com.np/products/itel-keypad-2160-mobile-i101414623-s1022210448.html?search=1,https://static-01.daraz.com.np/p/e94c31b333e09497b197d8190e5364a8.jpg,1300.00,"Rs. 1,300",0,Nepal
"Microsoft Lumia 435 - (1 GB RAM, 8 GB ROM) Dual Sim",//www.daraz.com.np/products/microsoft-lumia-435-1-gb-ram-8-gb-rom-dual-sim-i103554833-s1024282553.html?search=1,https://static-01.daraz.com.np/p/6de28ddb5747d2b45bded8069d3ec644.jpg,3600.00,"Rs. 3,600",1.8,Nepal
Oppo A9 2020,//www.daraz.com.np/products/oppo-a9-2020-i104100830-s1024926366.html?search=1,https://static-01.daraz.com.np/p/5a5a9b6feb3ce7bfb278e66a38f05487.jpg,33590.00,"Rs. 33,590",0,Nepal
Vivo V19 (8GB RAM // 128GB ROM),//www.daraz.com.np/products/vivo-v19-8gb-ram-128gb-rom-i104018830-s1024804523.html?search=1,https://static-01.daraz.com.np/p/28937950333ea88cff98cedc2b7da584.jpg,49019.00,"Rs. 49,019",0,Nepal
"Panasonic P99 [2GB RAM 16GB ROM] 8MP Rear Camera 5MP Front Camera, 5"" Display",//www.daraz.com.np/products/panasonic-p99-2gb-ram-16gb-rom-8mp-rear-camera-5mp-front-camera-5-display-i100862478-s1021408017.html?search=1,https://static-01.daraz.com.np/p/9ce2a27bbd25bdf46e1213738d2cc22f.jpg,8900.00,"Rs. 8,900",0,Nepal
Samsung Galaxy M31 // 64MP + 8MP + 5MP + 5MP rear camera | 32MP front facing camera,//www.daraz.com.np/products/samsung-galaxy-m31-64mp-8mp-5mp-5mp-rear-camera-32mp-front-facing-camera-i104048473-s1024842982.html?search=1,https://static-01.daraz.com.np/p/a95feb1db44479a719a42d806f0523e8.jpg,35699.00,"Rs. 35,699",0,Nepal
J Fox Mobile phone,//www.daraz.com.np/products/j-fox-mobile-phone-i103656473-s1024366556.html?search=1,https://static-01.daraz.com.np/p/fc42509dedbc93d41ac4c28ec1441da9.jpg,1350.00,"Rs. 1,350",0,Nepal
"PearlTech UNIQUE 1 Smartphone 6.26 Inch HD+ Display, Face ID, 2GB Ram 16GB Rom With 1 Year Warrenty.",//www.daraz.com.np/products/pearltech-unique-1-smartphone-626-inch-hd-display-face-id-2gb-ram-16gb-rom-with-1-year-warrenty-i101740471-s1022546384.html?search=1,https://static-01.daraz.com.np/p/f387f655cba2bc4ddcd835957823bac0.jpg,7640.00,"Rs. 7,640",4.75,Nepal
"iVOOMi I1S Feature Phone With Blister Packing Vibrator Dual Sim,Camera,Torch, Wireless FM ,Multimedia Upto 64GB Memory Support",//www.daraz.com.np/products/ivoomi-i1s-feature-phone-with-blister-packing-vibrator-dual-simcameratorch-wireless-fm-multimedia-upto-64gb-memory-support-i103540008-s1024266002.html?search=1,https://static-01.daraz.com.np/p/cf23984f36421b0552a4665eb23d3446.jpg,1370.00,"Rs. 1,370",5,Nepal
"IMARS VIVI 8 Series Mobile (4 GB RAM, 32 GB ROM) 5.5 Screen)",//www.daraz.com.np/products/imars-vivi-8-series-mobile-4-gb-ram-32-gb-rom-55-screen-i103328008-s1024059297.html?search=1,https://static-01.daraz.com.np/p/ba501c47e7c3cb48d8d2fc94a32f7bff.jpg,9999.00,"Rs. 9,999",0,Nepal
HONOR 20 Lite 4 RAM And 128 ROM,//www.daraz.com.np/products/honor-20-lite-4-ram-and-128-rom-i101342007-s1022070141.html?search=1,https://static-01.daraz.com.np/p/fd945bab93263ccffd3ed19a15cbc8f1.jpg,32550.00,"Rs. 32,550",5,Nepal
"KECHAODA K10 (32 MB RAM, 32 MB ROM) 0.66 Screen Feature Phone",//www.daraz.com.np/products/kechaoda-k10-32-mb-ram-32-mb-rom-066-screen-feature-phone-i103688006-s1024390728.html?search=1,https://static-01.daraz.com.np/p/26c1326fbf4b8530a3d9dbb5ed31272b.jpg,2000.00,"Rs. 2,000",0,Nepal
"iVOOMi IV301 Smartphone 5 Inch Display,1GB Ram 8GB Rom With 1 Year Warrenty",//www.daraz.com.np/products/ivoomi-iv301-smartphone-5-inch-display1gb-ram-8gb-rom-with-1-year-warrenty-i103544005-s1024272004.html?search=1,https://static-01.daraz.com.np/p/cd68c1fed21f611c5703d5c87d60e76a.jpg,5199.00,"Rs. 5,199",0,Nepal
"iVOOMi IV203 Feature Phone With Dual Sim,Camera,Torch, Wireless FM ,Multimedia Upto 8GB Memory Support",//www.daraz.com.np/products/ivoomi-iv203-feature-phone-with-dual-simcameratorch-wireless-fm-multimedia-upto-8gb-memory-support-i103546004-s1024268005.html?search=1,https://static-01.daraz.com.np/p/9380b9c037c6b6ab9b9370993bcc0734.jpg,1550.00,"Rs. 1,550",0,Nepal
